"practice_code","practice_name","overall_achievement","stia007_numerator","stia007_denominator","stia014_numerator","stia014_denominator","stia015_numerator","stia015_denominator","prop_stia007","prop_stia014","prop_stia015","imd_rank","total_patients","patients_65_plus","patients_female","prop_65_plus","prop_female","stroke_prevalence","imd_quintile","listsize_quintile","prevalence_quintile","age65_quintile","female_quintile"
"E81048","Bute House Medical Centre",0.940909090909091,85,86,75,96,27,30,0.988372093023256,0.78125,0.9,2023,10937,1088,5137,0.0994788333180945,0.469690042973393,0.00786321660418762,5,4,2,1,1
"E81069","Caddington Surgery",0.988181818181818,99,101,61,79,50,58,0.98019801980198,0.772151898734177,0.862068965517241,30369,5005,1389,2567,0.277522477522477,0.512887112887113,0.0201798201798202,1,1,5,5,5
"E81013","Castle Medical Group Practice",0.854545454545455,153,156,123,154,58,65,0.980769230769231,0.798701298701299,0.892307692307692,1105,16270,1936,7432,0.11899200983405,0.45679164105716,0.00958819913952059,5,5,2,2,1
"E81030","Cauldwell Medical Centre",0.990909090909091,65,68,70,92,18,20,0.955882352941177,0.760869565217391,0.9,6565,10987,696,5398,0.0633475926094475,0.491307909347411,0.00618913261126786,4,4,1,1,2
"K82065","Central Milton Keynes Medical Centre",1,109,109,113,143,28,30,1,0.79020979020979,0.933333333333333,10281,21482,2150,9921,0.100083791080905,0.461828507587748,0.00507401545479937,3,5,1,1,1
"K82057","Cobbs Garden Surgery",1,83,87,60,85,55,70,0.954022988505747,0.705882352941177,0.785714285714286,29206,8901,2329,4591,0.261655993708572,0.515784743287271,0.00977418267610381,1,3,2,5,5
"E81063","Conway Medical Centre",1,100,103,89,103,21,25,0.970873786407767,0.864077669902913,0.84,2108,9051,721,4421,0.0796597061098221,0.488454314440393,0.0113799580156889,5,3,3,1,2
"E81046","Dr A Sulakshana & Partners",1,183,184,96,146,102,118,0.994565217391304,0.657534246575342,0.864406779661017,27036,12093,2982,6102,0.246588935747953,0.504589431902754,0.0152154138757959,1,4,4,5,3
"E81061","Dr Carragher And Neal And Akhtar",1,85,88,63,78,26,28,0.965909090909091,0.807692307692308,0.928571428571429,26744,7174,1242,3649,0.173125174240312,0.508642319487037,0.0122665179816002,1,2,3,3,4
"E81076","Dr Dv Shah's Practice",1,39,39,49,54,16,16,1,0.907407407407407,1,3879,5465,568,2765,0.103934126258005,0.505946935041171,0.00713632204940531,5,2,1,1,4
"E81003","Dr Jl Henderson & Partners",1,305,312,186,233,129,142,0.977564102564103,0.798283261802575,0.908450704225352,15512,20889,4016,10755,0.192254296519699,0.514864282636795,0.0149360907654747,3,5,4,3,5
"E81617","Dr Ps Bath's Practice",1,50,58,51,70,17,24,0.862068965517241,0.728571428571429,0.708333333333333,12154,5288,1073,2643,0.202912254160363,0.499810892586989,0.0109682299546142,3,1,3,4,3
"E81010","Dr Whm Matta's Practice",1,93,94,75,98,50,56,0.98936170212766,0.76530612244898,0.892857142857143,9836,9394,1202,4679,0.127954013199915,0.498083883329785,0.0100063870555674,3,3,2,2,2
"E81612","Drs Mirza Sukhani & Partners",1,39,39,43,56,16,16,1,0.767857142857143,1,10497,5706,682,2707,0.119523308797757,0.47441289870312,0.00683491062039958,3,2,1,2,1
"E81635","Eastgate Surgery",1,51,51,34,39,21,25,1,0.871794871794872,0.84,17830,7616,855,3962,0.112263655462185,0.520220588235294,0.00669642857142857,2,2,1,1,5
"K82064","Fishermead Medical Centre",1,30,31,45,56,9,9,0.967741935483871,0.803571428571429,1,6955,7590,638,3424,0.0840579710144927,0.451119894598155,0.00408432147562582,4,2,1,1,1
"E81015","Flitwick Surgery",0.988181818181818,198,201,123,159,71,79,0.985074626865672,0.773584905660377,0.89873417721519,28884,14327,3050,7153,0.212884763034829,0.499267118028897,0.0140294548754101,1,5,4,4,3
"E81041","Gardenia Practice",0.999090909090909,107,110,105,144,32,39,0.972727272727273,0.729166666666667,0.82051282051282,7477,14002,1551,6917,0.110769890015712,0.494000857020426,0.00785602056849021,4,5,2,1,2
"E81047","Goldington Avenue Surgery",1,224,226,159,187,129,139,0.991150442477876,0.850267379679144,0.928057553956835,21663,18259,3083,9140,0.168848239224492,0.500575058875075,0.012377457692097,2,5,3,3,3
"E81031","Great Barford Surgery",1,48,49,29,50,21,28,0.979591836734694,0.58,0.75,20308,5150,1267,2526,0.246019417475728,0.490485436893204,0.00951456310679612,2,1,2,5,2
"E81002","Greensand Surgery (Ampthill)",1,118,121,85,97,62,63,0.975206611570248,0.876288659793814,0.984126984126984,32826,10234,1825,5365,0.178327144811413,0.524232948993551,0.0118233339847567,1,4,3,3,5
"E81012","Greensands (Potton)",1,145,148,96,130,76,86,0.97972972972973,0.738461538461539,0.883720930232558,19930,12858,3108,6565,0.241717218852077,0.510577072639602,0.0115103437548608,2,4,3,4,4
"E81007","Harrold Medical Practice",0.998181818181818,78,80,65,80,40,43,0.975,0.8125,0.930232558139535,21258,6670,1601,3364,0.240029985007496,0.504347826086956,0.0119940029985007,2,2,3,4,3
"E81074","Houghton Close Surgery",1,154,154,109,136,82,89,1,0.801470588235294,0.921348314606742,26926,11724,2661,6032,0.226970317297851,0.514500170590242,0.0131354486523371,1,4,3,4,5
"E81027","Houghton Regis Medical Centre",0.718181818181818,102,111,86,124,39,47,0.918918918918919,0.693548387096774,0.829787234042553,22670,13597,1626,6752,0.119585202618225,0.496580127969405,0.00816356549238803,2,4,2,2,2
"E81036","Ivel Medical Centre",0.673636363636364,130,149,83,134,65,82,0.87248322147651,0.619402985074627,0.792682926829268,12040,13091,2636,6601,0.201359712779772,0.504239553891987,0.0113818654037125,3,4,3,3,3
"E81038","King Street Surgery",1,274,290,155,208,119,132,0.944827586206897,0.745192307692308,0.901515151515151,19626,21738,4325,10770,0.198960345937989,0.495445763179685,0.0133406937160732,2,5,3,3,2
"E81045","Kingsbury Court Surgery",1,125,127,81,96,52,60,0.984251968503937,0.84375,0.866666666666667,17830,10368,1984,5211,0.191358024691358,0.502604166666667,0.0122492283950617,2,4,3,3,3
"Y02332","Kingsway & Bramingham Surgery",0.901818181818182,115,132,100,148,37,44,0.871212121212121,0.675675675675676,0.840909090909091,2108,18503,1645,8579,0.0889045019726531,0.463654542506621,0.00713397827379344,5,5,1,1,1
"E81052","Kirby Road Surgery",1,120,121,78,88,54,61,0.991735537190083,0.886363636363636,0.885245901639344,14003,8108,1613,3967,0.198939319190923,0.489269856931426,0.0149235323137642,3,3,4,3,2
"E81022","Larksfield And Arlesey Medical Practice",0.86,184,190,125,192,60,80,0.968421052631579,0.651041666666667,0.75,25744,19481,3161,9952,0.162260664236949,0.510856732200606,0.00975309275704533,1,5,2,3,4
"E81026","Larkside Practice",1,101,101,91,110,31,32,1,0.827272727272727,0.96875,26545,9842,1396,4868,0.14184108920951,0.494614915667547,0.0102621418410892,1,3,2,2,2
"E81032","Lea Vale Medical Practice",0.996363636363636,297,299,232,330,111,131,0.993311036789298,0.703030303030303,0.847328244274809,2023,47918,3794,22263,0.07917692725072,0.464606202262198,0.00623982637004883,5,5,1,1,1
"E81044","Leighton Road Surgery",0.801818181818182,204,229,141,206,81,90,0.890829694323144,0.684466019417476,0.9,15512,20056,3347,9727,0.16688272836059,0.484992022337455,0.0114180295173514,3,5,3,3,1
"E81060","Linden Road Surgery",1,69,69,47,59,38,43,1,0.796610169491525,0.883720930232558,6225,6004,1064,2926,0.177215189873418,0.487341772151899,0.0114923384410393,4,2,3,3,2
"E81016","Lister House Surgery",1,39,39,35,46,11,16,1,0.760869565217391,0.6875,5673,6475,692,3093,0.106872586872587,0.477683397683398,0.00602316602316602,4,2,1,1,1
"E81019","London Road Health Centre",1,192,224,171,223,59,69,0.857142857142857,0.766816143497758,0.855072463768116,3432,22718,2518,11615,0.110837221586407,0.511268597587816,0.00986002288933885,5,5,2,1,4
"E81631","Malzeard Road Practice",1,41,42,42,46,15,17,0.976190476190476,0.91304347826087,0.882352941176471,1767,9776,739,4321,0.0755932896890344,0.442000818330606,0.0042962356792144,5,3,1,1,1
"E81043","Marston Forest Healthcare",0.973636363636364,92,105,79,94,45,47,0.876190476190476,0.840425531914894,0.957446808510638,11732,10845,1549,5156,0.142830797602582,0.475426463808207,0.00968188105117566,3,4,2,2,1
"K82631","Milton Keynes Village Surg",1,61,61,78,91,21,22,1,0.857142857142857,0.954545454545455,30470,16466,1478,8218,0.0897607190574517,0.499089031944613,0.00370460342523989,1,5,1,1,3
"E81633","Neville Road Surgery",0.874545454545455,40,42,32,38,15,16,0.952380952380952,0.842105263157895,0.9375,16134,5315,455,2560,0.0856067732831609,0.481655691439323,0.00790216368767639,2,2,2,1,1
"K82016","Newport Pagnell Med.Ctr.",0.97,274,279,158,235,108,153,0.982078853046595,0.672340425531915,0.705882352941177,24725,29418,6015,14754,0.204466653069549,0.50152967570875,0.00948398939424842,1,5,2,4,3
"K82032","Oakridge Park Medical Centre",0.998181818181818,91,93,77,100,29,33,0.978494623655914,0.77,0.878787878787879,24799,12236,1787,6008,0.146044458973521,0.491010134030729,0.0076005230467473,1,4,2,2,2
"K82015","Parkside Medical Centre",1,85,86,78,101,51,54,0.988372093023256,0.772277227722772,0.944444444444444,23402,10317,1795,5121,0.173984685470583,0.496365222448386,0.00833575651836774,1,4,2,3,2
"E81014","Priory Gardens Surgery",0.934545454545454,161,167,121,171,49,54,0.964071856287425,0.707602339181287,0.907407407407407,17830,18572,2265,9208,0.12195778591428,0.495800129226793,0.00899203101443033,2,5,2,2,2
"E81049","Priory Medical Centre",1,70,70,51,61,31,35,1,0.836065573770492,0.885714285714286,22907,7754,1684,3830,0.217178230590663,0.49393861232912,0.00902759865875677,2,3,2,4,2
"K82027","Purbeck Health Centre",1,32,42,30,54,12,16,0.761904761904762,0.555555555555556,0.75,7289,6029,942,2902,0.156244816719191,0.481340189086084,0.006966329407862,4,2,1,2,1
"E81029","Putnoe Medical Centre Partnership",1,254,262,179,206,100,111,0.969465648854962,0.868932038834951,0.900900900900901,27868,17919,3179,9062,0.177409453652548,0.505720185278196,0.0146213516379262,1,5,4,3,4
"E81021","Queens Park Health Centre",1,162,163,148,169,71,77,0.993865030674847,0.875739644970414,0.922077922077922,4446,22511,2455,11290,0.109057793967394,0.50153258407001,0.00724090444671494,4,5,2,1,3
"E81057","Saffron Health Partnership",1,284,287,170,193,134,147,0.989547038327526,0.880829015544041,0.91156462585034,12591,21894,4140,11151,0.189092902164977,0.5093176212661,0.0131086142322097,3,5,3,3,4
"E81004","Salisbury House Surgery",1,112,113,85,103,67,73,0.991150442477876,0.825242718446602,0.917808219178082,10761,12022,2297,6109,0.191066378306438,0.508151721843287,0.00939943437032108,3,4,2,3,4
"E81035","Sandy Health Centre",0.9,115,134,103,135,45,54,0.858208955223881,0.762962962962963,0.833333333333333,15928,9785,1942,4943,0.198467041389882,0.505160960654062,0.0136944302503832,3,3,4,3,3
"E81024","Sharnbrook Surgery",0.864545454545455,109,112,56,83,58,71,0.973214285714286,0.674698795180723,0.816901408450704,19764,6138,1599,3153,0.260508308895406,0.513685239491691,0.0182469859889215,2,2,5,5,5
"E81033","Shefford Health Centre",0.977272727272727,187,189,99,167,98,120,0.989417989417989,0.592814371257485,0.816666666666667,12636,20092,3957,10284,0.196944057336253,0.511845510651005,0.00940672904638662,3,5,2,3,4
"K82025","Sovereign Medical Centre",0.486363636363636,82,83,73,107,46,58,0.987951807228916,0.682242990654206,0.793103448275862,13860,10767,2462,5341,0.228661651342064,0.496052753784713,0.00770873966750255,3,4,2,4,2
"E81006","Stopsley Village Practice",0.997272727272727,74,74,76,94,33,36,1,0.808510638297872,0.916666666666667,12154,9532,1664,4665,0.174569869911876,0.489404112463282,0.00776332354175409,3,3,2,3,2
"E81040","Sundon Medical Centre",1,110,110,93,108,59,68,1,0.861111111111111,0.867647058823529,12128,9389,1835,4688,0.195441474065396,0.499307700500586,0.0117158376823943,3,3,3,3,3
"E81028","The Blenheim Medical Centre",0.998181818181818,109,110,98,130,27,30,0.990909090909091,0.753846153846154,0.9,3868,16459,1301,7780,0.079044899447111,0.472689713834376,0.00668327358891792,5,5,1,1,1
"E81037","The De Parys Group",1,479,491,296,343,260,285,0.975560081466395,0.862973760932945,0.912280701754386,7301,36795,7839,18072,0.213045250713412,0.491153689359967,0.0133442043755945,4,5,3,4,2
"K82610","The Grove Surgery",1,27,27,47,50,12,13,1,0.94,0.923076923076923,1012,8789,708,4244,0.0805552395039254,0.482876322676072,0.00307202184548868,5,3,1,1,1
"E81073","The Medici Medical Practice",0.657272727272727,71,84,64,92,22,29,0.845238095238095,0.695652173913043,0.758620689655172,7638,18241,1712,8868,0.0938545035908119,0.486157557151472,0.00460501069020339,4,5,1,1,2
"E81025","The Oakley Surgery",0.993636363636364,78,85,53,66,42,46,0.917647058823529,0.803030303030303,0.91304347826087,7553,7613,1035,3757,0.13595166163142,0.493497964008932,0.0111651123078944,4,2,3,2,2
"K82013","The Red House Surgery",0.945454545454545,147,167,134,159,96,104,0.880239520958084,0.842767295597484,0.923076923076923,12565,13957,3155,7208,0.226051443719997,0.516443361753959,0.0119653220606147,3,5,3,4,5
"K82617","The Stonedean Practice",1,67,67,56,66,29,31,1,0.848484848484849,0.935483870967742,19638,8057,1386,4166,0.172024326672459,0.517065905423855,0.00831575027926027,2,3,2,3,5
"Y02463","The Town Centre Practice",1,27,27,33,40,2,2,1,0.825,1,1105,12351,369,5716,0.0298761233908186,0.462796534693547,0.00218605780908428,5,4,1,1,1
"E81034","Toddington Medical Centre",1,107,109,84,96,50,55,0.981651376146789,0.875,0.909090909090909,24350,7984,1643,4080,0.205786573146293,0.511022044088176,0.0136523046092184,1,3,4,4,4
"K82615","Walnut Tree Health Centre",1,58,59,59,78,20,24,0.983050847457627,0.756410256410256,0.833333333333333,21444,14983,1544,7599,0.10305012347327,0.507174798104518,0.00393779616899152,2,5,1,1,4
"K82009","Watling Street Practice",1,291,298,261,346,139,152,0.976510067114094,0.754335260115607,0.914473684210526,19638,40933,6982,20543,0.170571421591381,0.501868907727262,0.00728018957809103,2,5,2,3,3
"E81009","West Street Surgery",1,169,173,129,151,89,97,0.976878612716763,0.854304635761589,0.917525773195876,14003,12454,2592,6254,0.208125903324233,0.502167978159627,0.0138911193190943,3,4,4,4,3
"K82633","Westcroft Health Centre",1,73,74,69,79,38,42,0.986486486486487,0.873417721518987,0.904761904761905,18664,16446,1197,8355,0.0727836556001459,0.50802626778548,0.00449957436458713,2,5,1,1,4
"K82059","Westfield Road Surgery",0.977272727272727,48,48,46,56,19,20,1,0.821428571428571,0.95,7573,8822,1220,4494,0.138290637043754,0.509408297438223,0.00544094309680345,4,3,1,2,4
"K82026","Whaddon Healthcare",1,149,153,138,172,84,91,0.973856209150327,0.802325581395349,0.923076923076923,19611,21954,3339,11158,0.152090735173545,0.508244511250797,0.00696911724514895,2,5,1,2,4
"E81008","Wheatfield Surgery",1,137,139,108,129,62,67,0.985611510791367,0.837209302325581,0.925373134328358,11560,12343,1854,6117,0.150206594831078,0.49558454184558,0.0112614437332901,3,4,3,2,2
"Y06810","Whitehouse Health Centre",0.825454545454545,49,50,55,78,9,11,0.98,0.705128205128205,0.818181818181818,26547,14819,1182,7459,0.0797624671030434,0.503340306363452,0.00337404683177003,1,5,1,1,3
"K82003","Wolverton Health Centre",0.993636363636364,91,92,80,98,29,31,0.989130434782609,0.816326530612245,0.935483870967742,2310,16378,1830,7902,0.111735254609842,0.482476492856271,0.00561729148858224,5,5,1,1,1
"E81018","Woodland Avenue Practice",0.996363636363636,118,118,78,94,50,55,1,0.829787234042553,0.909090909090909,3932,13266,1882,6161,0.141866425448515,0.464420322629278,0.00889491934268054,5,4,2,2,1
"Y00560","Wootton Vale And Shortstown Surgery",1,134,136,86,118,40,47,0.985294117647059,0.728813559322034,0.851063829787234,25124,17480,1752,9041,0.100228832951945,0.517219679633867,0.00778032036613272,1,5,2,1,5
"M82021","Albrighton Medical Pract",1,178,180,123,171,128,157,0.988888888888889,0.719298245614035,0.815286624203822,29833,8464,2810,4425,0.331994328922495,0.522802457466919,0.0212665406427221,1,3,5,5,5
"M82601","Alveley Medical Practice",1,72,72,44,50,43,48,1,0.88,0.895833333333333,11705,2340,821,1181,0.350854700854701,0.504700854700855,0.0307692307692308,3,1,5,5,3
"M82018","Beeches Medical Practice",1,133,137,89,113,82,89,0.970802919708029,0.787610619469027,0.921348314606742,21932,7158,1913,3627,0.267253422743783,0.506705783738474,0.0191394244202291,2,2,5,5,4
"M82048","Belvidere Medical Pract.",1,115,118,76,94,58,63,0.974576271186441,0.808510638297872,0.920634920634921,26932,6812,1532,3496,0.224897240164416,0.513211978860834,0.0173223722842043,1,2,5,4,5
"M82033","Bishops Castle Medical Practice",0.953636363636364,137,139,65,94,49,56,0.985611510791367,0.691489361702128,0.875,9614,5584,1829,2787,0.327542979942693,0.499104584527221,0.0248925501432665,4,2,5,5,3
"M82004","Bridgnorth Medical Practice",1,356,360,215,276,203,224,0.988888888888889,0.778985507246377,0.90625,21544,19310,5837,9717,0.302278612118074,0.503210771620922,0.0186431900569653,2,5,5,5,3
"M82051","Broseley Medical Practice",1,85,85,73,92,46,50,1,0.793478260869565,0.92,8687,4707,1374,2403,0.291905672402804,0.510516252390057,0.018058211174846,4,1,5,5,4
"M82024","Brown Clee Medical Centre",1,52,53,42,47,35,39,0.981132075471698,0.893617021276596,0.897435897435897,14053,3889,1226,1972,0.31524813576755,0.507071226536385,0.0136281820519414,3,1,4,5,4
"M82026","Cambrian Medical Practice",1,182,183,143,184,96,111,0.994535519125683,0.777173913043478,0.864864864864865,16954,13411,3255,6734,0.242711207217955,0.50212512116919,0.0136455148758482,2,4,4,4,3
"M82007","Charlton Medical Practice",1,158,161,176,213,91,95,0.981366459627329,0.826291079812207,0.957894736842105,7049,15322,3044,7816,0.198668581125179,0.510116172823391,0.0105077666101031,4,5,2,3,4
"M82008","Church Stretton Medical Centre",1,220,222,115,127,135,145,0.990990990990991,0.905511811023622,0.931034482758621,23814,7105,2897,3638,0.407741027445461,0.512033779028853,0.0312456016889514,1,2,5,5,4
"M82025","Churchmere Medical Group",1,359,370,234,286,208,231,0.97027027027027,0.818181818181818,0.9004329004329,16743,20845,5639,10412,0.270520508515231,0.499496282082034,0.0177500599664188,2,5,5,5,3
"M82034","Claremont Bank Surgery",0.916363636363636,103,113,83,124,58,74,0.911504424778761,0.669354838709677,0.783783783783784,12693,7901,2109,4011,0.266928236932034,0.507657258574864,0.0143019870902417,3,3,4,5,4
"M82041","Cleobury Mortimer Surgery",0.947272727272727,181,184,86,110,81,90,0.983695652173913,0.781818181818182,0.9,10005,7087,2112,3548,0.298010441653732,0.50063496542966,0.0259630309016509,3,2,5,5,3
"M82017","Clive Medical Practice",1,107,110,64,75,62,69,0.972727272727273,0.853333333333333,0.898550724637681,20464,4654,1442,2385,0.309840996991835,0.512462397937258,0.0236355822948002,2,1,5,5,5
"M82616","Court Street Medical Practice",1,128,130,112,146,32,36,0.984615384615385,0.767123287671233,0.888888888888889,4141,8059,1465,4167,0.181784340488894,0.517061670182405,0.0161310336270009,5,3,4,3,5
"M82046","Craven Arms Surgery",0.935454545454545,116,117,62,79,44,48,0.991452991452991,0.784810126582278,0.916666666666667,5484,4011,1181,1991,0.294440289204687,0.496384941411119,0.0291697830964847,4,1,5,5,2
"M82009","Dawley Medical Practice",0.897272727272727,177,182,148,215,75,86,0.972527472527473,0.688372093023256,0.872093023255814,3603,10994,2198,5498,0.199927233036202,0.500090958704748,0.0165544842641441,5,4,4,3,3
"M82012","Donnington Medical Practice",0.973636363636364,187,191,190,245,71,80,0.979057591623037,0.775510204081633,0.8875,8749,14378,2267,7271,0.157671442481569,0.505703157601892,0.0132841841702601,4,5,3,2,4
"M82058","Hodnet Medical Practice",1,88,90,58,66,41,43,0.977777777777778,0.878787878787879,0.953488372093023,11311,3971,1149,1963,0.289347771342231,0.494333920926719,0.0226643162931252,3,1,5,5,2
"M82057","Hollinswood Surgery",0.999090909090909,40,40,44,54,15,17,1,0.814814814814815,0.882352941176471,10314,7595,1040,3589,0.136932192231731,0.472547728768927,0.00526662277814352,3,2,1,2,1
"M82606","Ironbridge Medical Practice",0.994545454545455,58,61,53,70,17,19,0.950819672131147,0.757142857142857,0.894736842105263,18696,5601,1021,2839,0.182288876986252,0.506873772540618,0.0108909123370827,2,2,3,3,4
"M82020","Knockin Medical Centre",0.888181818181818,71,78,45,58,37,41,0.91025641025641,0.775862068965517,0.902439024390244,18745,4171,1220,2104,0.292495804363462,0.504435387197315,0.0187005514265164,2,1,5,5,3
"M82056","Linden Hall Surgery",0.897272727272727,194,209,152,197,93,104,0.92822966507177,0.771573604060914,0.894230769230769,28760,15674,3141,8090,0.200395559525329,0.516141380630343,0.0133341839989792,1,5,3,3,5
"M82043","Ludlow - Portcullis",0.979090909090909,140,141,106,123,91,97,0.99290780141844,0.861788617886179,0.938144329896907,8016,7528,2364,3765,0.314027630180659,0.500132837407014,0.0187300743889479,4,2,5,5,3
"M82047","Marden Medical Practice",1,205,206,118,151,107,122,0.995145631067961,0.781456953642384,0.877049180327869,29594,11040,2603,5771,0.235778985507246,0.522735507246377,0.0186594202898551,1,4,5,4,5
"M82010","Market Drayton Medical Practice",1,226,231,171,228,130,167,0.978354978354978,0.75,0.778443113772455,7389,17686,4437,8957,0.250876399411964,0.506445776320253,0.0130611783331449,4,5,3,5,4
"M82040","Marysville Medical Pract",0.981818181818182,54,54,48,52,33,34,1,0.923076923076923,0.970588235294118,24314,6268,1148,3112,0.183152520740268,0.496490108487556,0.00861518825781749,1,2,2,3,2
"M82019","Much Wenlock & Cressage Medical Practice",1,190,192,120,150,90,101,0.989583333333333,0.8,0.891089108910891,16766,8560,2595,4405,0.303154205607477,0.514602803738318,0.0224299065420561,2,3,5,5,5
"M82002","Mytton Oak Medical Pract.",0.995454545454545,137,140,93,112,72,82,0.978571428571429,0.830357142857143,0.878048780487805,21603,10017,2330,5126,0.232604572227214,0.51173005889987,0.0139762403913347,2,3,4,4,4
"M82005","Plas Ffynnon Medical Ctre",0.978181818181818,175,180,110,142,98,109,0.972222222222222,0.774647887323944,0.899082568807339,25703,9561,2566,4881,0.268381968413346,0.510511452776906,0.0188264825855036,1,3,5,5,4
"M82030","Pontesbury & Worthen Medical Practice",1,177,179,132,167,100,106,0.988826815642458,0.790419161676647,0.943396226415094,19867,10459,2954,5283,0.282436179367052,0.505115211779329,0.0171144468878478,2,4,5,5,3
"M82023","Prescott Surgery",0.977272727272727,112,119,97,116,53,64,0.941176470588235,0.836206896551724,0.828125,25370,7731,1808,4042,0.233863665761221,0.522830164273703,0.0153925753460096,1,3,4,4,5
"M82016","Radbrook Green Surgery",1,205,208,141,163,143,158,0.985576923076923,0.865030674846626,0.905063291139241,30445,10805,2995,5486,0.277186487737159,0.507727903748265,0.0192503470615456,1,4,5,5,4
"M82006","Riverside Med.Practice",0.942727272727273,216,235,102,171,99,116,0.919148936170213,0.596491228070175,0.853448275862069,12693,11726,2534,5886,0.216100972198533,0.501961453180965,0.020040934675081,3,4,5,4,3
"M82032","Severn Fields Medical Practice",1,199,207,141,186,94,111,0.961352657004831,0.758064516129032,0.846846846846847,3586,16897,2912,8318,0.172338284902645,0.49227673551518,0.0122506953897142,5,5,3,3,2
"M82059","Shawbirch Medical Centre",1,223,229,205,250,104,116,0.973799126637555,0.82,0.896551724137931,20756,16391,3451,8467,0.210542370813251,0.516563968031237,0.013971081691172,2,5,4,4,5
"M82011","Shawbury Medical Practice",0.949090909090909,100,101,69,100,50,62,0.99009900990099,0.69,0.806451612903226,15541,4488,1153,2291,0.256907308377897,0.510472370766488,0.0225044563279857,3,1,5,5,4
"M82038","Shifnal & Priorslee Medical Practice",1,173,176,110,139,93,104,0.982954545454545,0.79136690647482,0.894230769230769,7497,13560,2574,6907,0.189823008849558,0.509365781710914,0.0129793510324484,4,4,3,3,4
"M82060","South Hermitage Surgery",1,177,178,67,85,79,87,0.99438202247191,0.788235294117647,0.908045977011494,21160,8889,2093,4619,0.235459556755541,0.519631004612442,0.0200247496906289,2,3,5,4,5
"M82014","Station Drive Surgery",1,203,209,100,123,127,143,0.971291866028708,0.813008130081301,0.888111888111888,18709,9491,2929,4967,0.3086081550943,0.52333789906227,0.0220208618691392,2,3,5,5,5
"M82003","Stirchley Medical Practice",0.921818181818182,260,273,235,368,99,128,0.952380952380952,0.638586956521739,0.7734375,4242,24799,4154,12237,0.167506754304609,0.493447316424049,0.0110085084075971,5,5,3,3,2
"Y01929","Teldoc",1,452,461,388,496,189,217,0.980477223427332,0.782258064516129,0.870967741935484,1972,52556,6628,25982,0.126113098409316,0.494367912322095,0.00877159601187305,5,5,2,2,2
"M82022","The Caxton Surgery",1,301,304,176,224,110,127,0.990131578947368,0.785714285714286,0.866141732283465,5430,14217,3255,7379,0.228951255539143,0.519026517549413,0.021382851515791,4,5,5,4,5
"M82620","The Meadows Medical Practice",1,59,64,40,48,33,42,0.921875,0.833333333333333,0.785714285714286,13204,2946,1171,1471,0.397488119484046,0.499321113374067,0.021724372029871,3,1,5,5,3
"M82039","Wellington Medical Practice",0.960909090909091,154,158,136,164,76,81,0.974683544303797,0.829268292682927,0.938271604938272,3048,15389,2943,7222,0.191240496458509,0.469296250568588,0.0102670738839431,5,5,2,3,1
"M82028","Wellington Road Surgery",1,308,313,200,247,137,159,0.984025559105431,0.809716599190283,0.861635220125786,28760,15122,4014,7609,0.265441079222325,0.503174183309086,0.0206983203279989,1,5,5,5,3
"M82035","Wem And Prees Medical Practice",1,222,228,152,178,91,103,0.973684210526316,0.853932584269663,0.883495145631068,23134,12235,3237,6120,0.264568859828361,0.5002043318349,0.0186350633428688,2,4,5,5,3
"M82013","Westbury Medical Centre",0.869090909090909,62,68,28,43,27,36,0.911764705882353,0.651162790697674,0.75,14636,2698,849,1283,0.314677538917717,0.475537435137139,0.0252038547071905,3,1,5,5,1
"M82042","Woodside Medical Practice",1,38,38,56,65,19,22,1,0.861538461538462,0.863636363636364,2746,6552,948,3243,0.144688644688645,0.49496336996337,0.0057997557997558,5,2,1,2,2
"E86632","Acorn Medical Centre",1,36,36,46,53,17,17,1,0.867924528301887,1,28973,5813,715,2874,0.123000172028213,0.494409083089627,0.00619301565456735,1,2,1,2,2
"E86041","Acre Surgery",1,36,37,26,34,24,27,0.972972972972973,0.764705882352941,0.888888888888889,13964,5679,810,2802,0.142630744849445,0.493396724775489,0.00651523155485121,3,2,1,2,2
"E86615","Acrefield Surgery",1,17,17,17,22,13,13,1,0.772727272727273,1,13516,2633,362,1232,0.137485757690847,0.467907330041777,0.00645651348271933,3,1,1,2,1
"E85687","Acton Lane Medical Centre",1,14,14,15,17,5,5,1,0.882352941176471,1,24304,5385,245,2759,0.0454967502321263,0.512349117920149,0.00259981429897864,1,2,1,1,5
"E85617","Acton Town Medical Centre",1,16,16,17,22,5,5,1,0.772727272727273,1,20967,3051,271,1301,0.0888233366109472,0.426417568010488,0.00524418223533268,2,1,1,1,1
"E85004","Albany Practice",0.999090909090909,72,72,68,86,38,40,1,0.790697674418605,0.95,9865,7350,943,3609,0.128299319727891,0.491020408163265,0.00979591836734694,3,2,2,2,2
"E84638","Alperton Medical Centre",0.999090909090909,37,38,49,59,11,11,0.973684210526316,0.830508474576271,1,7237,6258,730,2914,0.116650687120486,0.46564397571109,0.00607222754873762,4,2,1,2,1
"E85744","Argyle Health-Isleworth Practice",1,50,55,53,65,26,29,0.909090909090909,0.815384615384615,0.896551724137931,14862,9891,855,4829,0.086442220200182,0.488221615610151,0.00556061065615206,3,3,1,1,2
"E85032","Ashchurch Surgery",0.829090909090909,34,46,43,63,19,23,0.739130434782609,0.682539682539683,0.826086956521739,10604,4591,709,2277,0.154432585493357,0.495970376824221,0.0100196035722065,3,1,2,2,2
