"practice_code","practice_name","overall_achievement","stia007_numerator","stia007_denominator","stia014_numerator","stia014_denominator","stia015_numerator","stia015_denominator","prop_stia007","prop_stia014","prop_stia015","imd_rank","total_patients","patients_65_plus","patients_female","prop_65_plus","prop_female","stroke_prevalence","imd_quintile","listsize_quintile","prevalence_quintile","age65_quintile","female_quintile"
"K84019","Newbury Street Practice",1,213,217,126,155,114,123,0.981566820276498,0.812903225806452,0.926829268292683,26247,15887,3568,7942,0.224586139611003,0.499905583181217,0.0136589664505571,1,5,4,4,3
"K84080","Northgate Health Centre",0.994545454545455,60,61,40,50,53,59,0.983606557377049,0.8,0.898305084745763,27249,13468,1343,6224,0.0997178497178497,0.462132462132462,0.00452925452925453,1,4,1,1,1
"K84072","Nuffield Health Centre",1,164,164,111,129,112,125,1,0.86046511627907,0.896,13415,11905,2937,6048,0.246703065938681,0.508021839563209,0.0137757244855103,3,4,4,5,4
"K84624","Oak Tree Health Centre",1,66,70,58,69,27,28,0.942857142857143,0.840579710144927,0.964285714285714,33211,10735,1059,5442,0.0986492780624127,0.506939916162087,0.00652072659524919,1,4,1,1,4
"K84026","Observatory Medical Practice",0.731818181818182,76,82,66,77,44,48,0.926829268292683,0.857142857142857,0.916666666666667,30883,12660,1691,6255,0.133570300157978,0.494075829383886,0.00647709320695103,1,4,1,2,2
"K84065","Sibford Surgery",1,46,47,31,40,34,37,0.978723404255319,0.775,0.918918918918919,20688,3232,848,1610,0.262376237623762,0.498143564356436,0.0145420792079208,2,1,4,5,2
"K84020","Sonning Common Health Ctr",1,146,148,66,88,95,109,0.986486486486487,0.75,0.871559633027523,25066,9827,2474,4967,0.251755367864048,0.505444184389946,0.0150605474712527,1,3,4,5,3
"K84013","St Bartholomews & Hollow Way Med Centre",0.91,136,138,129,164,58,63,0.985507246376812,0.786585365853659,0.920634920634921,18994,29635,2371,13627,0.0800067487767842,0.459827906192003,0.00465665598110343,2,5,1,1,1
"K84060","St. Clement's Surgery",1,40,41,34,42,22,24,0.975609756097561,0.80952380952381,0.916666666666667,22032,6252,668,2948,0.106845809341011,0.471529110684581,0.00655790147152911,2,2,1,1,1
"K84011","Summertown Health Centre",0.999090909090909,135,142,73,94,101,113,0.950704225352113,0.776595744680851,0.893805309734513,32433,18860,2517,8805,0.133457051961824,0.466861081654295,0.00752916224814422,1,5,2,2,1
"K84007","Temple Cowley Health Centre",1,86,88,74,90,53,57,0.977272727272727,0.822222222222222,0.929824561403509,20657,8357,1329,3973,0.159028359459136,0.475409836065574,0.0105300945315305,2,3,2,2,1
"K84054","The Abingdon Surgery",1,224,224,182,210,138,152,1,0.866666666666667,0.907894736842105,16140,19583,3277,9909,0.167339018536486,0.506000102129398,0.0114384925700863,2,5,3,3,4
"K84035","The Bell Surgery",1,122,124,70,88,79,90,0.983870967741935,0.795454545454545,0.877777777777778,29878,10872,2392,5549,0.220014716703458,0.510393671817513,0.0114054451802796,1,4,3,4,4
"K84610","The Charlbury Medical Centre",0.925454545454545,62,63,32,52,36,42,0.984126984126984,0.615384615384615,0.857142857142857,28573,5491,1379,2592,0.251138226188308,0.472045164815152,0.0114733199781461,1,2,3,5,1
"K84001","The Hart Surgery",1,137,151,68,83,112,127,0.907284768211921,0.819277108433735,0.881889763779528,29878,10528,2543,5315,0.241546352583587,0.504844224924012,0.0143427051671733,1,4,4,4,3
"K84082","The Key Medical Practice",0.965454545454546,304,308,156,192,146,161,0.987012987012987,0.8125,0.906832298136646,30775,12887,2788,6337,0.216342050128036,0.491735857841235,0.0239000543183053,1,4,5,4,2
"K84031","The Leys Health Centre",0.995454545454545,113,124,97,124,54,63,0.911290322580645,0.782258064516129,0.857142857142857,3138,12395,1373,5846,0.110770471964502,0.471641791044776,0.0100040338846309,5,4,2,1,1
"K84050","The Rycote Practice",1,187,190,123,148,112,120,0.984210526315789,0.831081081081081,0.933333333333333,33192,13577,3160,7041,0.232746556676733,0.518597628342049,0.0139942549900567,1,4,4,4,5
"K84037","Wallingford Medical Practice",1,244,250,172,184,158,175,0.976,0.934782608695652,0.902857142857143,32922,19088,4007,9756,0.209922464375524,0.511106454316848,0.0130972338642079,1,5,3,4,4
"K84051","White Horse Medical Practice",0.822727272727273,226,232,157,178,113,127,0.974137931034483,0.882022471910112,0.889763779527559,21184,19212,3868,9842,0.201332500520508,0.512283989173433,0.0120757859671039,2,5,3,3,5
"K84017","Windrush Medical Practice",1,244,247,185,207,156,172,0.987854251012146,0.893719806763285,0.906976744186046,22559,21401,4266,10896,0.199336479603757,0.509135087145461,0.0115415167515537,2,5,3,3,4
"K84024","Windrush Surgery",1,104,114,68,91,52,59,0.912280701754386,0.747252747252747,0.88135593220339,17129,8982,1670,4480,0.185927410376308,0.498775328434647,0.0126920507682031,2,3,3,3,3
"K84043","Woodlands Medical Centre",1,174,176,133,150,87,94,0.988636363636364,0.886666666666667,0.925531914893617,30573,18688,2775,9460,0.148491010273973,0.506207191780822,0.00941780821917808,1,5,2,2,4
"K84062","Woodlands Surgery",1,93,94,90,101,32,34,0.98936170212766,0.891089108910891,0.941176470588235,21142,9697,1157,4863,0.119315252139837,0.501495307827163,0.00969371970712592,2,3,2,2,3
"K84042","Woodstock Surgery",0.975454545454545,123,123,86,94,91,93,1,0.914893617021277,0.978494623655914,28848,9659,2378,5032,0.246195258308313,0.520964903199089,0.0127342374987059,1,3,3,5,5
"K84046","Wychwood Surgery",1,70,72,45,49,47,52,0.972222222222222,0.918367346938776,0.903846153846154,27035,6196,1702,3164,0.274693350548741,0.510652033570045,0.0116204002582311,1,2,3,5,4
"J82055","Craneswater Group Practice",1,170,171,96,113,99,113,0.994152046783626,0.849557522123894,0.876106194690266,8975,11256,2314,5500,0.205579246624023,0.48862828713575,0.0151918976545842,4,4,4,4,2
"J82149","Derby Road Group Practice",1,178,181,187,206,69,74,0.983425414364641,0.907766990291262,0.932432432432432,4814,16886,2392,8455,0.14165580954637,0.500710647873978,0.0107189387658415,4,5,3,2,3
"J82194","East Shore Partnership",0.95,157,176,127,162,57,66,0.892045454545455,0.783950617283951,0.863636363636364,12630,13518,2502,6632,0.18508655126498,0.490605119100459,0.0130196774670809,3,4,3,3,2
"J82085","Island City Practice",1,387,391,306,416,132,151,0.989769820971867,0.735576923076923,0.874172185430464,1802,37309,5035,18373,0.134954032539066,0.492454903642553,0.0104800450293495,5,5,2,2,2
"J82073","Kirklands Surgery",1,116,116,91,106,51,55,1,0.858490566037736,0.927272727272727,8855,9845,1694,5031,0.172067039106145,0.511020822752666,0.0117826307770442,4,3,3,3,4
"J82155","Portsdown Group Practice",1,986,1003,710,914,404,449,0.983050847457627,0.776805251641138,0.89977728285078,1807,62747,9108,30835,0.145154350008765,0.491417916394409,0.0159848279599025,5,5,4,2,2
"J82102","The Drayton Surgery",0.986363636363636,307,312,178,218,174,192,0.983974358974359,0.81651376146789,0.90625,28717,24056,4903,12401,0.203816095776521,0.515505487196541,0.0129697372796807,1,5,3,4,5
"J82060","The Lighthouse Group Practice",0.991818181818182,133,140,102,123,56,63,0.95,0.829268292682927,0.888888888888889,89,13053,1931,6166,0.147935340534743,0.472381827932276,0.0107255037156209,5,4,3,2,1
"J82199","The Unicity Medical Centre",0.865454545454545,47,48,43,51,14,16,0.979166666666667,0.843137254901961,0.875,4310,19451,639,8202,0.0328517813994139,0.421674978150224,0.0024677394478433,5,5,1,1,1
"J82028","Trafalgar Medical Group Practice",1,302,309,241,242,149,153,0.977346278317152,0.995867768595041,0.973856209150327,14770,27618,4552,13431,0.164820044898255,0.486313273951771,0.011188355420378,3,5,3,3,2
"J81076","Ammonite Health Partnership",0.963636363636364,454,490,290,379,239,272,0.926530612244898,0.765171503957784,0.878676470588235,16965,24371,8288,12559,0.340076320216651,0.515325591892003,0.0201058635263223,2,5,5,5,5
"J81068","Atrium Health Centre",1,133,136,77,90,71,82,0.977941176470588,0.855555555555556,0.865853658536585,12910,6811,1949,3445,0.286154749669652,0.50579944207899,0.0199676993099398,3,2,5,5,4
"J81074","Barton House Med Practice",1,99,100,65,73,64,74,0.99,0.89041095890411,0.864864864864865,19632,5005,1989,2611,0.397402597402597,0.521678321678322,0.01998001998002,2,1,5,5,5
"J81018","Beaufort Road Surgery",1,184,184,124,148,105,113,1,0.837837837837838,0.929203539823009,13995,11911,2441,6101,0.204936613214676,0.51221559902611,0.015447905297624,3,4,4,4,4
"J81020","Bere Regis Surgery",1,62,64,56,58,34,35,0.96875,0.96551724137931,0.971428571428571,15276,3881,1029,1985,0.265137851069312,0.51146611698016,0.0164905952074208,3,1,4,5,4
"J81620","Blackmore Vale Partnership",1,682,700,323,406,286,321,0.974285714285714,0.795566502463054,0.890965732087227,11360,26868,7700,13717,0.286586273634063,0.510532976030966,0.0260532976030966,3,5,5,5,4
"J81013","Canford Heath Group Pract",1,212,217,154,176,94,103,0.976958525345622,0.875,0.912621359223301,23687,12284,2632,6268,0.214262455226311,0.510257245197004,0.0176652556170628,1,4,5,4,4
"J81053","Cerne Abbas Surgery",1,86,87,59,69,52,57,0.988505747126437,0.855072463768116,0.912280701754386,21658,4145,1526,2153,0.368154402895054,0.519420989143546,0.0209891435464415,2,1,5,5,5
"J81056","Christchurch Medical Practice",0.877272727272727,369,373,201,245,184,207,0.989276139410188,0.820408163265306,0.888888888888889,10182,16303,4755,8156,0.291664110899834,0.500276022817886,0.0228792246825738,3,5,5,5,3
"J81612","Corfe Castle Surgery",1,64,65,42,53,40,42,0.984615384615385,0.792452830188679,0.952380952380952,18034,3181,1109,1623,0.348632505501415,0.510216912920465,0.0204338258409305,2,1,5,5,4
"J81634","Crescent Providence Surgery",1,101,103,83,107,26,29,0.980582524271845,0.775700934579439,0.896551724137931,1559,14361,1129,5543,0.0786156952858436,0.385975906970267,0.00717220249286261,5,5,2,1,1
"J81075","Cross Road Surgery",0.920909090909091,119,131,76,120,67,75,0.908396946564885,0.633333333333333,0.893333333333333,16777,7923,2339,4146,0.295216458412218,0.523286633850814,0.0165341411081661,2,3,4,5,5
"J81625","Denmark Road Medical Centre",1,207,210,125,173,89,103,0.985714285714286,0.722543352601156,0.864077669902913,14703,14898,2308,7263,0.154920123506511,0.487515102698349,0.0140958517921869,3,5,4,2,2
"J81086","Evergreen Oak Surgery",0.998181818181818,123,123,83,101,55,57,1,0.821782178217822,0.964912280701754,14154,7766,1506,4044,0.193922225083698,0.52073139325264,0.0158382693793459,3,3,4,3,5
"J81057","Farmhouse Surgery",0.890909090909091,138,156,69,100,76,87,0.884615384615385,0.69,0.873563218390805,10182,5964,1877,3036,0.314721663313213,0.509054325955734,0.0261569416498994,3,2,5,5,4
"J81626","Fordington Surgery",1,70,71,47,60,63,68,0.985915492957746,0.783333333333333,0.926470588235294,9388,5226,1336,2710,0.255644852659778,0.518561040949101,0.0135859165709912,4,1,3,5,5
"J81081","Gillingham Medical Practice",0.995454545454545,304,311,148,191,169,183,0.977491961414791,0.774869109947644,0.923497267759563,11780,13274,3679,6823,0.277158354678319,0.514012354979659,0.0234292602079253,3,4,5,5,5
"J81646","Grove Surgery",1,154,157,86,111,74,85,0.980891719745223,0.774774774774775,0.870588235294118,20397,6534,1735,3372,0.265534129170493,0.516069788797062,0.0240281603917968,2,2,5,5,5
"J81028","Highcliffe Medical Centre",1,421,429,202,250,259,294,0.981351981351981,0.808,0.880952380952381,27852,15308,5971,8165,0.390057486281683,0.533381238568069,0.0280245623203554,1,5,5,5,5
"J81047","James Fisher Medical Centre",0.949090909090909,171,181,126,157,98,110,0.94475138121547,0.802547770700637,0.890909090909091,27158,12590,2587,6374,0.205480540111199,0.506274821286736,0.0143764892772041,1,4,4,4,4
"J81045","Kinson Road Medical Centre",0.994545454545455,184,192,121,149,73,82,0.958333333333333,0.812080536912752,0.890243902439024,12343,10638,2445,5445,0.229836435420192,0.511844331641286,0.01804850535815,3,4,5,4,4
"J81067","Littledown Surgery",0.983636363636364,59,59,45,53,36,40,1,0.849056603773585,0.9,33043,6170,1209,3106,0.195948136142626,0.503403565640195,0.00956239870340357,1,2,2,3,3
"J81647","Lyme Bay Medical Practice",1,193,195,118,141,132,143,0.98974358974359,0.836879432624113,0.923076923076923,24038,8808,3288,4550,0.373297002724796,0.516575840145322,0.0221389645776567,1,3,5,5,5
"J81035","Milton Abbas Surgery",1,67,67,45,57,31,33,1,0.789473684210526,0.939393939393939,15457,4865,1329,2477,0.273175745118191,0.509146968139774,0.0137718396711202,3,1,4,5,4
"J81039","Moordown Medical Centre",1,138,141,108,122,62,66,0.978723404255319,0.885245901639344,0.939393939393939,28888,10052,1776,5074,0.176681257461202,0.504775169120573,0.0140270592916832,1,3,4,3,3
"J81002","Orchid House Surgery",1,208,208,103,117,180,194,1,0.88034188034188,0.927835051546392,22563,8634,3598,4553,0.416724577252722,0.527333796618022,0.0240908037989344,2,3,5,5,5
"J81061","Penny's Hill Practice",1,249,253,105,119,164,184,0.984189723320158,0.882352941176471,0.891304347826087,22563,7484,3419,3842,0.456841261357563,0.51336183858899,0.0338054516301443,2,2,5,5,5
"J81064","Poole Town Surgery",1,95,96,67,78,52,58,0.989583333333333,0.858974358974359,0.896551724137931,11847,5219,1201,2667,0.230120712780226,0.511017436290477,0.0183943284154052,3,1,5,4,4
"J81082","Poundbury Doctors Surgery",0.951818181818182,119,120,77,89,78,86,0.991666666666667,0.865168539325843,0.906976744186046,18697,8083,2404,4213,0.297414326363974,0.521217369788445,0.0148459730298157,2,3,4,5,5
"J81609","Prince Of Wales Surgery",0.808181818181818,192,194,103,131,139,155,0.989690721649485,0.786259541984733,0.896774193548387,18697,9817,3197,5095,0.325659570133442,0.518997657125395,0.0197616379749414,2,3,5,5,5
"J81616","Puddletown Surgery",1,77,79,52,61,46,50,0.974683544303797,0.852459016393443,0.92,20817,4275,1320,2178,0.308771929824561,0.509473684210526,0.0184795321637427,2,1,5,5,4
"J81016","Queens Avenue Surgery",0.986363636363636,135,141,82,120,85,103,0.957446808510638,0.683333333333333,0.825242718446602,24628,8774,2296,4540,0.261682242990654,0.51743788465922,0.0160702074310463,1,3,4,5,5
"J81009","Royal Manor Health Care",1,206,209,162,206,91,104,0.985645933014354,0.786407766990291,0.875,16641,12373,3151,6213,0.254667420997333,0.50214176028449,0.0168916188474905,2,4,4,5,3
"J81631","Sandford Surgery",0.988181818181818,43,47,24,32,19,23,0.914893617021277,0.75,0.826086956521739,19996,2087,672,1062,0.321993291806421,0.508864398658361,0.02252036415908,2,1,5,5,4
"J81021","Shelley Manor Holdenhurst Medical Centre",0.92,322,327,226,300,109,124,0.984709480122324,0.753333333333333,0.879032258064516,6059,26842,3658,12455,0.136278965799866,0.464011623574994,0.0121824007152969,4,5,3,2,1
"J81012","Shore Medical",1,1080,1090,582,680,517,572,0.990825688073395,0.855882352941176,0.903846153846154,22173,58556,12473,28645,0.213009768426805,0.489189835371269,0.0186146594712754,2,5,5,4,2
"J81059","Southbourne Practice",0.847272727272727,141,163,79,105,88,102,0.865030674846626,0.752380952380952,0.862745098039216,13995,9044,1917,4605,0.211963732861566,0.509177355152587,0.0180229986731535,3,3,5,4,4
"J81062","St Albans Medical Centre",0.999090909090909,182,185,120,161,83,98,0.983783783783784,0.745341614906832,0.846938775510204,20454,11096,2261,5497,0.203767123287671,0.495403749098774,0.0166726748377794,2,4,4,4,2
"J81066","Stour Surgery",1,226,231,147,172,135,141,0.978354978354978,0.854651162790698,0.957446808510638,10711,10684,2850,5513,0.266754024709846,0.516005241482591,0.0216211156870086,3,4,5,5,5
"J81010","Swanage Medical Practice",1,283,287,169,199,151,167,0.986062717770035,0.849246231155779,0.904191616766467,20316,10730,3848,5459,0.358620689655172,0.508760484622554,0.0267474370922647,2,4,5,5,4
"J81033","Talbot Medical Centre",0.999090909090909,272,280,214,285,129,143,0.971428571428571,0.750877192982456,0.902097902097902,18074,25443,3589,12640,0.1410604095429,0.496796761388201,0.0110049915497386,2,5,3,2,2
"J81006","The Adam Practice",1,740,755,448,535,372,406,0.980132450331126,0.837383177570094,0.916256157635468,22796,39648,9081,20070,0.229040556900726,0.506204600484262,0.0190425746569814,2,5,5,4,4
"J81029","The Apples Medical Centre",0.967272727272727,96,97,63,71,71,76,0.989690721649485,0.887323943661972,0.934210526315789,23537,5452,2112,2851,0.387380777696258,0.522927366104182,0.0177916360968452,1,2,5,5,5
"J81070","The Banks & Bearwood Medical Centre",1,138,141,93,111,62,63,0.978723404255319,0.837837837837838,0.984126984126984,14803,11601,2137,5809,0.184208257908801,0.500732695457288,0.0121541246444272,3,4,3,3,3
"J81621","The Barcellos Family Practice",1,200,211,103,142,102,116,0.947867298578199,0.725352112676056,0.879310344827586,9592,8596,2351,4434,0.273499302000931,0.51582131223825,0.0245463006049325,4,3,5,5,5
"J81087","The Birchwood Practice",1,136,137,120,145,59,60,0.992700729927007,0.827586206896552,0.983333333333333,14238,10482,1999,5320,0.190707880175539,0.50753672963175,0.0130700248044266,3,4,3,3,4
"J81019","The Blandford Group Practice",1,429,434,277,345,218,245,0.988479262672811,0.802898550724638,0.889795918367347,12296,23750,6509,12341,0.274063157894737,0.519621052631579,0.0182736842105263,3,5,5,5,5
"J81073","The Bridges Medical Ctr.",1,354,359,203,275,159,174,0.986072423398329,0.738181818181818,0.913793103448276,2720,17085,4396,8677,0.257301726660814,0.50787240269242,0.0210125841381329,5,5,5,5,4
"J81058","The Cranborne Practice",1,218,222,149,180,120,135,0.981981981981982,0.827777777777778,0.888888888888889,13394,13325,3280,6899,0.246153846153846,0.517748592870544,0.0166604127579737,3,4,4,5,5
"J81078","The Grove Medical Centre",1,279,287,147,187,153,167,0.97212543554007,0.786096256684492,0.916167664670659,26465,12978,4063,7043,0.313068269378949,0.542687625211897,0.0221143473570658,1,4,5,5,5
"J81041","The Hadleigh Practice",1,363,370,234,284,230,251,0.981081081081081,0.823943661971831,0.916334661354582,33105,20549,5811,10539,0.282787483575843,0.512871672587474,0.0180057423718916,1,5,5,5,5
"J81046","The Harvey Practice",1,308,311,204,236,170,180,0.990353697749196,0.864406779661017,0.944444444444444,33105,12985,3820,6637,0.294185598767809,0.511128224874856,0.0239507123604159,1,4,5,5,4
"J81049","The Marine & Oakridge Partnership",1,191,196,99,123,105,114,0.974489795918367,0.804878048780488,0.921052631578947,26281,10129,2746,5266,0.271102774212657,0.51989337545661,0.0193503800967519,1,3,5,5,5
"J81648","The Newman Practice (Dr Newmans Surgery)",0.965454545454545,77,79,60,65,40,46,0.974683544303797,0.923076923076923,0.869565217391304,11847,5504,1138,2785,0.206758720930233,0.505995639534884,0.0143531976744186,3,2,4,4,4
"J81072","The Panton Practice",1,148,151,84,107,95,105,0.980132450331126,0.785046728971963,0.904761904761905,9195,17291,1848,7901,0.106876409692904,0.456942918281187,0.00873286680932277,4,5,2,1,1
"J81034","The Quarter Jack Surgery",1,334,337,198,234,197,218,0.991097922848665,0.846153846153846,0.903669724770642,18066,18184,4937,9304,0.271502419709635,0.511658600967884,0.018532776066872,2,5,5,5,4
"J81036","The Rosemary Health Ctr",1,149,149,117,129,69,72,1,0.906976744186046,0.958333333333333,11763,9471,1777,4760,0.187625382747334,0.502586844050259,0.0157322352444304,3,3,4,3,3
"J81030","The Verwood Surgery",1,175,177,113,129,98,105,0.988700564971751,0.875968992248062,0.933333333333333,24135,7914,2316,4010,0.292645943896892,0.506696992671216,0.0223654283548143,1,3,5,5,4
"J81025","The Wellbridge Practice",0.997272727272727,87,90,49,61,62,68,0.966666666666667,0.80327868852459,0.911764705882353,17592,6200,1597,3198,0.25758064516129,0.515806451612903,0.0145161290322581,2,2,4,5,5
"J81042","Village Surgery",1,114,114,85,91,62,64,1,0.934065934065934,0.96875,31145,9049,1690,4775,0.186760968062769,0.527682616863742,0.0125980771355951,1,3,3,3,5
"J81077","Walford Mill Medical Centre",1,167,168,121,149,79,84,0.994047619047619,0.812080536912752,0.94047619047619,31291,7874,2114,4062,0.268478536957074,0.515875031750064,0.0213360426720853,1,3,5,5,5
"J81011","Wareham Surgery",1,198,204,118,143,105,126,0.970588235294118,0.825174825174825,0.833333333333333,17865,8117,2798,4192,0.344708636195639,0.51644696316373,0.0251324380928915,2,3,5,5,5
"J81022","West Moors Village Surgery",1,146,150,64,86,77,90,0.973333333333333,0.744186046511628,0.855555555555556,16188,5414,2307,2818,0.426117473217584,0.52050240118212,0.027705947543406,2,2,5,5,5
"J81014","Westbourne Medical Centre",1,517,518,238,287,277,312,0.998069498069498,0.829268292682927,0.887820512820513,9306,21117,5750,10611,0.27229246578586,0.502486148600654,0.0245299995264479,4,5,5,5,3
"J81027","Weymouth Bay Medical Practice",1,466,471,303,399,241,267,0.989384288747346,0.759398496240602,0.902621722846442,2172,26643,7906,13385,0.29673835529032,0.502383365236648,0.0176781893930864,5,5,5,5,3
"J81633","Woodlea House Surgery",1,113,114,73,95,43,50,0.991228070175439,0.768421052631579,0.86,11793,6708,1316,3408,0.19618366129994,0.508050089445438,0.016994633273703,3,2,4,3,4
"J81051","Wyke Regis & Lanehouse Medical Practice",0.783636363636364,228,245,144,220,104,122,0.930612244897959,0.654545454545455,0.852459016393443,21042,12961,3324,6523,0.25646169277062,0.50327906797315,0.0189028624334542,2,4,5,5,3
"J81017","Yetminster Health Centre",1,50,50,36,40,31,33,1,0.9,0.939393939393939,16387,4670,1447,2061,0.309850107066381,0.441327623126338,0.0107066381156317,2,1,3,5,1
"L84026","Aspen Medical Practice",1,397,408,214,294,197,217,0.973039215686274,0.727891156462585,0.907834101382488,15628,31971,5905,15775,0.18469863313628,0.493415908166776,0.0127615651684339,3,5,3,3,2
"L84039","Beeches Green Surgery",1,105,108,96,113,50,55,0.972222222222222,0.849557522123894,0.909090909090909,11121,8897,1972,4516,0.221647746431381,0.507586827020344,0.0121389232325503,3,3,3,4,4
"L84030","Berkeley Place Surgery",0.981818181818182,194,203,118,152,68,86,0.955665024630542,0.776315789473684,0.790697674418605,27613,17726,2898,8664,0.16348866072436,0.488773552973034,0.0114521042536387,1,5,3,3,2
"L84029","Blakeney Surgery",1,54,54,38,50,22,25,1,0.76,0.88,8625,3286,828,1609,0.251978088861838,0.48965307364577,0.0164333536214242,4,1,4,5,2
"L84084","Brockworth Surgery",1,123,126,93,110,47,54,0.976190476190476,0.845454545454545,0.87037037037037,12950,11447,1899,5863,0.165894994321656,0.512186599108937,0.011007250808072,3,4,3,3,4
"L84060","Cam & Uley Family Practice",1,194,198,96,121,93,101,0.97979797979798,0.793388429752066,0.920792079207921,15415,11074,2901,5600,0.261964962976341,0.505689001264222,0.017879718258985,3,4,5,5,4
"L84043","Chipping Campden Surgery",1,96,96,56,60,78,81,1,0.933333333333333,0.962962962962963,25082,4960,1601,2590,0.322782258064516,0.522177419354839,0.0193548387096774,1,1,5,5,5
"L84051","Chipping Surgery",1,164,167,107,130,77,82,0.982035928143713,0.823076923076923,0.939024390243902,30780,9781,2129,4936,0.217666905224415,0.50465187608629,0.0170739188222063,1,3,5,4,3
"L84023","Church Street Practice",0.989090909090909,218,226,140,162,113,122,0.964601769911504,0.864197530864197,0.926229508196721,10594,13156,3256,6597,0.247491638795987,0.501444207965947,0.0171784737002128,3,4,5,5,3
"L84047","Churchdown Surgery",1,199,203,113,136,120,131,0.980295566502463,0.830882352941177,0.916030534351145,31643,16068,3416,8421,0.212596465023649,0.524085138162808,0.0126338063231267,1,5,3,4,5
"L84018","Cirencester Health Group",0.98,194,200,123,150,94,105,0.97,0.82,0.895238095238095,25631,12836,3233,6472,0.251869741352446,0.504206918043004,0.015581177937052,1,4,4,5,3
"L84036","Cleevelands Medical Centre",1,145,149,86,102,88,98,0.973154362416107,0.843137254901961,0.897959183673469,28084,11426,2371,5898,0.207509189567653,0.516191143007177,0.013040434097672,1,4,3,4,5
"L84069","Coleford Medical Practice",1,274,276,163,211,119,139,0.992753623188406,0.772511848341232,0.856115107913669,11950,13590,3862,6902,0.284179543782193,0.507873436350258,0.0203090507726269,3,4,5,5,4
"L84038","Cotswold Medical Practice",1,186,189,118,159,103,117,0.984126984126984,0.742138364779874,0.88034188034188,18517,11433,3093,5875,0.270532668590921,0.513863377941048,0.0165310942009971,2,4,4,5,5
"L84027","Culverhay Surgery",0.94,248,253,177,225,116,138,0.980237154150198,0.786666666666667,0.840579710144927,30780,18092,4494,9142,0.24839708158302,0.505306212690692,0.0139840813619279,1,5,4,5,3
"L84046","Dockham Surgery",0.866363636363636,124,126,59,94,48,57,0.984126984126984,0.627659574468085,0.842105263157895,5068,6174,1471,3043,0.238257207644963,0.492873339812115,0.0204081632653061,4,2,5,4,2
"L84024","Drybrook Surgery",1,63,63,34,44,35,36,1,0.772727272727273,0.972222222222222,11985,3753,962,1874,0.25632827071676,0.499333866240341,0.0167865707434053,3,1,4,5,3
"L84077","Five Valleys Medical Practice",1,229,232,134,162,121,131,0.987068965517241,0.827160493827161,0.923664122137405,11121,14831,3497,7510,0.235789899534758,0.506371788820713,0.0156429101206931,3,5,4,4,4
"L84028","Forest Health Care",1,177,178,153,177,81,89,0.99438202247191,0.864406779661017,0.910112359550562,5068,11831,2861,5939,0.241822331163891,0.501986307159158,0.0150452201842617,4,4,4,4,3
"L84016","Frithwood Surgery",1,101,102,57,68,67,72,0.990196078431373,0.838235294117647,0.930555555555556,26633,6769,1699,3400,0.250997193086128,0.502289850790368,0.015068695523711,1,2,4,5,3
"Y02519","Gloucester Health Access Centre",1,71,71,69,88,9,9,1,0.784090909090909,1,3057,9952,634,4727,0.0637057877813505,0.474979903536977,0.00713424437299035,5,3,1,1,1
"L84009","Hadwen Health",1,215,216,163,199,99,115,0.99537037037037,0.819095477386935,0.860869565217391,26524,19295,3672,9922,0.190308370044053,0.51422648354496,0.0111946100025913,1,5,3,3,5
"L84053","Hilary Cottage Surgery",0.982727272727273,130,130,72,95,70,79,1,0.757894736842105,0.886075949367089,24972,7882,2199,4040,0.278990104034509,0.512560263892413,0.0164932758183202,1,3,4,5,5
"L84025","Hoyland House",1,93,93,53,61,76,84,1,0.868852459016393,0.904761904761905,22674,4646,1703,2386,0.366551872578562,0.51356005165734,0.0200172191132157,2,1,5,5,5
"L84014","Hucclecote Surgery",1,148,155,74,82,75,84,0.954838709677419,0.902439024390244,0.892857142857143,31261,9004,2605,4618,0.289315859617948,0.512883163038649,0.0172145713016437,1,3,5,5,5
"L84081","Kingsholm Surgery",0.756363636363636,47,55,36,49,24,34,0.854545454545454,0.73469387755102,0.705882352941177,2113,4449,688,2145,0.154641492470218,0.482130815913688,0.0123623286131715,5,1,3,2,1
"L84067","Longlevens Surgery",1,113,117,70,81,70,76,0.965811965811966,0.864197530864197,0.921052631578947,31827,10117,1940,5176,0.191756449540378,0.511614114856183,0.0115646930908372,1,3,3,3,4
"L84011","Lydney Practice",0.996363636363636,109,109,77,101,71,81,1,0.762376237623762,0.876543209876543,8079,8289,2002,4322,0.241524912534685,0.521413922065388,0.0131499577753649,4,3,3,4,5
"L84068","Mann Cottage Surgery",1,109,110,75,84,64,71,0.990909090909091,0.892857142857143,0.901408450704225,27744,5730,1686,3074,0.294240837696335,0.536474694589878,0.0191972076788831,1,2,5,5,5
"L84075","May Lane Surgery",0.99,119,121,75,91,61,67,0.983471074380165,0.824175824175824,0.91044776119403,29845,9434,2105,4770,0.22312910748357,0.50561797752809,0.0128259486962052,1,3,3,4,4
"L84005","Minchinhampton Surgery",1,152,154,98,119,98,113,0.987012987012987,0.823529411764706,0.867256637168142,23250,8111,2591,4224,0.31944273209222,0.520774257181605,0.018986561459746,2,3,5,5,5
"L84045","Mitcheldean Surgery",1,122,125,85,99,77,81,0.976,0.858585858585859,0.950617283950617,14307,7198,2016,3680,0.280077799388719,0.511253125868297,0.0173659349819394,3,2,5,5,4
